735, 409, 75, 104, 0.203915, -1
692, 360, 122, 143, 0.061280, -1
726, 385, 66, 147, 0.044701, -1
738, 429, 82, 81, 0.030593, -1
696, 308, 99, 247, 0.026588, -1
720, 391, 105, 151, 0.021137, -1
718, 382, 87, 137, 0.020743, -1
707, 326, 91, 213, 0.011100, -1
689, 299, 90, 233, 0.008620, -1
577, 465, 126, 199, 0.006454, -1
438, 344, 99, 137, 0.004226, -1
796, 412, 82, 107, 0.004035, -1
594, 448, 95, 163, 0.003827, -1
726, 431, 104, 142, 0.003591, -1
343, 380, 342, 293, 0.003574, -1
764, 555, 88, 72, 0.003565, -1
212, 481, 100, 56, 0.003456, -1
672, 337, 155, 188, 0.003449, -1
573, 449, 132, 179, 0.003253, -1
510, 472, 207, 104, 0.003251, -1
632, 431, 95, 91, 0.003139, -1
396, 341, 339, 242, 0.003097, -1
233, 466, 77, 53, 0.002846, -1
608, 490, 146, 149, 0.002788, -1
424, 335, 101, 107, 0.002715, -1
36, 180, 120, 86, 0.002680, -1
852, 397, 90, 127, 0.002516, -1
353, 390, 405, 187, 0.002446, -1
448, 342, 105, 113, 0.002427, -1
243, 480, 60, 44, 0.002424, -1
696, 340, 59, 171, 0.002251, -1
579, 414, 91, 66, 0.001860, -1
565, 470, 116, 213, 0.001822, -1
562, 423, 103, 216, 0.001721, -1
464, 370, 72, 82, 0.001510, -1
565, 440, 74, 185, 0.001500, -1
541, 408, 243, 267, 0.001449, -1
599, 483, 218, 141, 0.001430, -1
435, 395, 72, 93, 0.001393, -1
406, 345, 70, 86, 0.001380, -1
664, 315, 139, 253, 0.001320, -1
26, 189, 108, 74, 0.001318, -1
250, 465, 79, 54, 0.001306, -1
252, 475, 63, 44, 0.001306, -1
468, 276, 271, 372, 0.001305, -1
468, 315, 226, 311, 0.001241, -1
674, 419, 137, 195, 0.001192, -1
274, 473, 55, 44, 0.001173, -1
388, 608, 81, 73, 0.001157, -1
620, 403, 148, 223, 0.001147, -1
545, 498, 121, 177, 0.001092, -1
607, 346, 83, 92, 0.001089, -1
338, 608, 273, 70, 0.001084, -1
439, 389, 94, 114, 0.001073, -1
392, 614, 250, 65, 0.001056, -1
758, 431, 65, 88, 0.001040, -1
737, 407, 160, 98, 0.001039, -1
430, 356, 76, 117, 0.000994, -1
412, 529, 100, 129, 0.000989, -1
843, 560, 71, 53, 0.000965, -1
498, 388, 78, 100, 0.000932, -1
648, 372, 305, 193, 0.000884, -1
250, 352, 76, 100, 0.000875, -1
371, 306, 346, 334, 0.000866, -1
910, 438, 54, 132, 0.000841, -1
380, 423, 71, 141, 0.000841, -1
530, 394, 135, 131, 0.000840, -1
447, 301, 99, 112, 0.000827, -1
556, 440, 92, 206, 0.000810, -1
361, 339, 253, 319, 0.000779, -1
484, 403, 81, 91, 0.000694, -1
310, 578, 282, 81, 0.000675, -1
415, 329, 71, 119, 0.000670, -1
598, 408, 83, 101, 0.000657, -1
383, 558, 161, 107, 0.000634, -1
522, 445, 173, 154, 0.000606, -1
504, 321, 330, 319, 0.000606, -1
326, 272, 69, 96, 0.000598, -1
559, 483, 83, 103, 0.000593, -1
724, 399, 125, 125, 0.000559, -1
465, 320, 94, 96, 0.000538, -1
593, 415, 62, 124, 0.000532, -1
397, 503, 118, 173, 0.000521, -1
672, 346, 49, 145, 0.000513, -1
839, 357, 178, 80, 0.000506, -1
386, 624, 97, 62, 0.000502, -1
520, 392, 97, 84, 0.000501, -1
449, 389, 335, 256, 0.000497, -1
498, 398, 90, 107, 0.000479, -1
751, 408, 84, 122, 0.000471, -1
239, 316, 66, 98, 0.000460, -1
471, 413, 78, 101, 0.000446, -1
333, 253, 100, 127, 0.000423, -1
751, 532, 79, 70, 0.000409, -1
927, 321, 95, 124, 0.000402, -1
411, 335, 359, 322, 0.000400, -1
665, 399, 98, 204, 0.000393, -1
339, 335, 69, 112, 0.000389, -1
669, 556, 314, 58, 0.000381, -1
404, 646, 91, 51, 0.000367, -1
774, 451, 83, 102, 0.000362, -1
623, 308, 208, 262, 0.000361, -1
265, 405, 91, 96, 0.000359, -1
742, 528, 139, 85, 0.000346, -1
395, 520, 143, 119, 0.000344, -1
267, 399, 360, 277, 0.000335, -1
602, 473, 168, 99, 0.000334, -1
400, 591, 176, 80, 0.000318, -1
374, 650, 104, 56, 0.000306, -1
692, 503, 112, 120, 0.000295, -1
727, 631, 77, 41, 0.000293, -1
837, 552, 186, 36, 0.000278, -1
19, 173, 79, 81, 0.000272, -1
407, 507, 86, 128, 0.000267, -1
777, 449, 94, 130, 0.000263, -1
484, 388, 69, 159, 0.000230, -1
758, 546, 49, 90, 0.000229, -1
373, 620, 68, 67, 0.000227, -1
772, 435, 90, 96, 0.000223, -1
780, 380, 115, 163, 0.000216, -1
367, 391, 84, 164, 0.000213, -1
225, 464, 67, 49, 0.000194, -1
406, 533, 82, 113, 0.000191, -1
708, 277, 98, 266, 0.000174, -1
323, 275, 77, 174, 0.000172, -1
473, 255, 75, 121, 0.000168, -1
330, 582, 295, 72, 0.000164, -1
410, 553, 80, 118, 0.000154, -1
920, 342, 99, 121, 0.000153, -1
669, 581, 301, 47, 0.000151, -1
280, 287, 70, 146, 0.000150, -1
244, 433, 82, 76, 0.000133, -1
654, 439, 302, 209, 0.000131, -1
